player_name,events,zone,p_throws,hit_location,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,hc_x,hc_y
Leonys Martin,Home Run,9,L,9,3,2,null,null,null,1,5,204.06,49.17
Leonys Martin,Single,8,L,6,1,1,null,null,null,0,1,102.54,156.15
Leonys Martin,Single,7,L,9,2,2,null,null,null,0,3,176.66,115.46
Leonys Martin,Single,1,R,9,1,2,null,null,489119,0,3,180.18,112.23
Leonys Martin,Single,1,R,9,1,2,null,null,null,1,6,178.36,105.56
Leonys Martin,Single,7,R,1,1,0,null,null,null,0,5,131.65,191.7
Leonys Martin,Single,3,L,4,1,0,null,null,null,0,9,135.89,175.33
Leonys Martin,Home Run,6,L,9,0,1,null,null,null,2,2,231.48,81.38
Leonys Martin,Single,4,R,8,1,1,null,null,null,0,7,123.86,79.86
Leonys Martin,Home Run,5,R,9,3,1,null,null,null,0,3,211.92,68.61
Leonys Martin,Single,8,L,9,0,1,null,null,455104,1,6,179.19,127.67
Leonys Martin,Single,5,L,9,2,0,null,null,null,1,4,171.07,97.66
Leonys Martin,Single,4,L,6,2,1,null,null,null,1,7,105.59,161.24
Leonys Martin,Single,8,R,8,0,0,null,null,null,1,9,99.5,97.15
Leonys Martin,Single,9,R,5,0,0,null,null,null,1,6,111.72,181.36
Leonys Martin,Single,1,R,1,0,0,null,null,502182,0,5,118.33,184.39
Leonys Martin,Home Run,2,R,9,2,1,null,null,502182,0,4,227.95,72.74
Leonys Martin,Single,6,R,9,2,1,null,null,null,1,5,187.82,117.5
Leonys Martin,Single,8,R,6,0,0,null,429711,455104,2,7,112.19,148.02
Leonys Martin,Single,9,R,7,1,0,null,null,null,0,5,79.79,105.7
Leonys Martin,Single,6,R,5,2,2,null,null,null,2,9,101.64,168.21
Leonys Martin,Double,5,R,7,1,1,null,493114,606466,0,9,63.96,129.7
Luis Sardinas,Single,3,L,9,0,0,null,null,547982,0,8,167.51,105.63
Luis Sardinas,Single,8,L,8,3,2,null,null,455104,2,4,128.93,83.25
Luis Sardinas,Single,4,L,8,1,0,null,null,572122,2,3,117.77,86.98
Luis Sardinas,Single,5,R,7,2,1,null,null,null,2,2,63.45,118.51
Luis Sardinas,Single,8,R,8,0,1,452252,null,null,2,7,143.15,99.69
Luis Sardinas,Single,9,L,7,2,0,null,null,null,0,5,64.98,95.12
Luis Sardinas,Single,8,L,4,2,0,null,null,493114,2,3,160.41,155.14
Luis Sardinas,Home Run,1,L,7,0,0,null,null,455104,0,8,33,64.6
Mike Zunino,Single,6,R,7,3,2,null,null,null,0,5,81.72,103.59
Mike Zunino,Home Run,2,R,7,2,2,null,null,null,0,7,33.49,64.94
Mike Zunino,Single,3,L,7,1,0,null,572122,452252,1,7,48.72,83.76
Mike Zunino,Single,8,R,7,1,1,null,null,null,1,2,90.21,161.53
Mike Zunino,Double,4,R,7,0,0,null,null,null,0,9,45.17,107.66
Mike Zunino,Home Run,3,L,8,1,1,null,null,null,0,7,107.21,20.82
Mike Zunino,Single,7,L,7,0,0,null,null,null,0,4,73.6,102.07
Mike Zunino,Single,4,R,7,2,1,572122,493193,547982,2,2,77.66,119.36
Mike Zunino,Home Run,7,R,7,1,1,null,null,null,0,7,63.95,34.42
Mike Zunino,Double,8,R,8,2,1,572122,452252,null,0,8,148.73,52.22
Mike Zunino,Home Run,6,R,9,3,1,null,null,452252,1,9,191.25,38.46
Mike Zunino,Double,9,R,7,2,1,null,null,null,2,2,43.92,119.67
Mike Zunino,Single,7,R,7,0,0,null,null,null,1,6,63.95,111.22
Mike Zunino,Home Run,8,R,8,0,1,null,null,null,0,6,154.82,23.74
Mike Zunino,Single,6,R,7,1,2,null,null,null,0,8,73.6,102.07
Mike Zunino,Single,8,R,9,2,1,null,null,null,2,8,177.15,111.22
Mike Zunino,Home Run,8,L,7,0,0,null,null,452252,1,7,30.45,71.55
Mike Zunino,Home Run,5,R,7,0,0,null,null,null,2,6,37.55,68.5
Nelson Cruz,Single,5,R,7,1,2,null,null,null,1,1,81.21,117.84
Nelson Cruz,Single,9,R,8,0,0,null,null,null,1,8,122.33,88.84
Nelson Cruz,Single,6,R,8,0,0,null,null,null,2,11,117.76,97.49
Nelson Cruz,Home Run,8,L,7,2,2,null,null,null,0,2,69.15,19.21
Nelson Cruz,Home Run,4,L,7,0,1,null,null,null,0,6,23.04,67.14
Nelson Cruz,Double,4,R,8,2,2,null,null,null,0,2,106.15,47.72
Nelson Cruz,Home Run,4,R,7,3,2,null,null,429664,1,4,38.81,53.79
Nelson Cruz,Double,8,R,8,0,0,null,592325,429664,0,7,85.78,46.12
Nelson Cruz,Single,7,R,7,2,0,null,null,452234,2,1,64.33,104.93
Nelson Cruz,Single,5,R,8,0,1,null,null,null,0,7,141.11,77.14
Nelson Cruz,Home Run,7,R,7,3,1,null,493114,null,2,1,2.51,62.1
Nelson Cruz,Single,6,R,7,1,0,null,null,null,1,6,79.69,100.03
Nelson Cruz,Single,9,R,8,1,2,null,null,null,1,8,132.99,80.7
Nelson Cruz,Single,8,R,8,2,0,null,null,null,0,5,126,68.09
Nelson Cruz,Double,5,R,8,2,1,null,null,null,2,1,127.21,36.58
Nelson Cruz,Double,7,R,8,3,2,null,null,429664,2,1,185.99,58.39
Nelson Cruz,Double,9,L,9,0,1,null,null,606466,0,7,194.92,72.57
Nelson Cruz,Home Run,7,L,7,1,0,null,null,null,0,4,41.62,52.22
Nelson Cruz,Home Run,2,R,9,0,0,null,null,null,0,8,169.54,32.38
Nelson Cruz,Single,9,R,8,0,0,null,null,502523,0,9,118.27,102.07
Nelson Cruz,Single,5,L,8,3,1,null,null,null,2,4,119.79,99.52
Nelson Cruz,Single,4,R,5,1,2,null,452234,null,1,3,109.64,180.91
Nelson Cruz,Single,4,R,8,0,0,null,null,null,2,5,114.71,87.32
Nelson Cruz,Single,5,R,9,1,0,null,null,493114,2,1,186.8,112.24
Nelson Cruz,Home Run,6,R,8,0,0,null,null,null,0,4,171.57,32.38
Nelson Cruz,Double,5,R,9,2,1,null,null,null,2,1,170.55,50.69
Nelson Cruz,Home Run,5,L,8,1,1,null,null,null,1,8,99.99,18.65
Nelson Cruz,Double,9,R,8,1,0,null,null,null,0,2,146.69,56.8
Nelson Cruz,Single,8,R,9,3,2,452234,null,572122,0,4,183.75,111.22
Nelson Cruz,Single,1,R,7,1,2,null,null,null,2,4,73.09,110.21
Nelson Cruz,Single,6,L,7,2,2,null,null,null,0,9,82.23,109.7
Nelson Cruz,Home Run,1,R,7,2,1,452234,596143,null,0,8,44.66,52.73
Nelson Cruz,Single,8,R,8,2,0,null,null,null,0,8,111.67,93.42
Nelson Cruz,Single,8,L,6,3,2,null,null,null,0,2,91.87,146.83
Nelson Cruz,Single,7,L,8,0,1,null,null,null,1,4,108.62,93.42
Nelson Cruz,Single,9,R,8,1,0,null,547982,429664,0,3,158.37,44.08
Nelson Cruz,Double,9,R,7,3,0,null,null,null,1,6,84.26,51.2
Nelson Cruz,Double,4,L,7,3,2,null,null,429664,1,7,103.55,28.31
Nelson Cruz,Home Run,7,R,7,0,0,452234,null,429664,1,1,64.97,32.89
Nelson Cruz,Double,8,R,8,3,0,null,null,null,0,6,182.74,59.34
Nelson Cruz,Double,4,R,8,0,1,null,null,null,1,7,151.26,48.15
Nelson Cruz,Double,9,R,9,2,2,null,null,429664,1,5,211.16,95.46
Nelson Cruz,Home Run,7,L,7,2,1,null,null,429664,2,5,29.43,83.25
Nelson Cruz,Home Run,9,L,8,2,1,null,null,null,0,3,160.91,32.89
Nelson Cruz,Single,4,R,8,2,1,null,null,429664,2,1,120.3,95.46
Nelson Cruz,Home Run,4,R,7,0,0,null,null,null,0,6,49.23,37.98
Nelson Cruz,Home Run,1,L,7,1,2,null,null,null,2,4,71.06,28.82
Nelson Cruz,Single,1,R,8,2,0,null,null,null,1,5,109.64,91.89
Nelson Cruz,Single,9,L,9,0,2,null,null,429711,2,6,193.9,111.73
Nelson Cruz,Double,9,R,7,3,1,null,null,null,0,2,90.05,53.01
Nelson Cruz,Single,7,R,8,1,0,null,452234,null,1,3,118.53,91.19
Nelson Cruz,Single,5,L,9,0,0,null,null,429664,0,7,187.01,105.73
Nelson Cruz,Single,9,L,8,2,1,null,null,429711,1,4,114.21,87.83
Nelson Cruz,Single,1,R,8,3,2,null,452234,429664,1,8,129.94,90.88
Nelson Cruz,Single,5,R,5,1,0,null,null,502523,2,11,113.7,178.87
Nelson Cruz,Home Run,1,R,7,1,0,null,null,429664,2,1,70.04,14.58
Nelson Cruz,Double,5,R,9,1,1,null,null,null,2,6,177.66,58.32
Nelson Cruz,Home Run,5,L,7,3,1,null,null,429664,1,4,75.12,20.18
Nelson Cruz,Home Run,6,R,9,1,0,null,null,null,1,4,172.09,20.85
Nelson Cruz,Single,9,R,7,0,0,493114,452234,429664,2,2,75.13,116.48
Nelson Cruz,Double,7,R,8,1,0,null,null,429664,1,8,116.25,77.31
Nelson Cruz,Single,9,R,9,0,0,null,null,null,0,9,201.75,115.87
Nelson Cruz,Single,7,R,7,0,0,547982,null,null,2,3,73.1,74.77
Nelson Cruz,Single,1,R,3,1,2,null,null,null,0,9,169.04,153.1
Nelson Cruz,Home Run,4,R,7,0,1,null,null,null,1,9,25.38,60.53
Nelson Cruz,Double,2,R,8,2,0,null,null,null,0,4,165.67,56.92
Nelson Cruz,Single,5,R,9,2,1,452234,429664,null,1,1,202.26,116.88
Nelson Cruz,Single,8,R,8,0,1,null,null,null,0,8,143.15,64.6
Nelson Cruz,Single,9,R,9,3,2,null,null,null,0,8,179.19,107.32
Nelson Cruz,Home Run,8,L,8,1,0,null,null,429664,2,5,127.5,13.39
Nelson Cruz,Single,8,L,8,2,2,null,null,null,1,4,123.86,101.64
Nelson Cruz,Single,4,R,9,0,0,null,429664,null,0,4,157.37,95.62
Nelson Cruz,Single,7,R,7,3,1,null,null,null,1,7,77.16,117.5
Nelson Cruz,Home Run,3,L,7,3,1,null,null,null,1,6,30.91,62.42
Nelson Cruz,Single,4,R,7,2,1,null,null,452234,2,3,63.45,71.21
Nelson Cruz,Single,3,R,8,1,2,null,429664,null,2,6,112.69,104.27
Nelson Cruz,Single,4,R,9,1,0,null,null,452234,2,1,177.67,128.18
Nelson Cruz,Double,8,L,7,3,2,null,429664,null,2,5,60.92,116.48
Nelson Cruz,Single,2,R,9,1,2,null,null,null,0,2,163.46,107.83
Nelson Cruz,Double,5,L,7,1,1,null,null,null,0,8,59.39,104.27
Nelson Cruz,Double,5,R,9,2,1,null,null,null,1,6,174.31,62.51
Nelson Cruz,Single,2,R,7,3,2,null,null,null,1,8,67.08,114.85
Norichika Aoki,Home Run,3,R,9,0,1,null,null,null,2,2,234.51,79.69
Norichika Aoki,Single,8,R,7,1,2,null,null,null,2,3,86.29,105.63
Norichika Aoki,Double,2,R,9,0,1,null,491696,606466,1,2,197.46,64.94
Norichika Aoki,Double,5,R,9,0,1,null,null,null,2,3,163.45,48.15
Norichika Aoki,Home Run,5,R,9,0,0,null,null,null,2,2,184.32,49.98
Norichika Aoki,Double,1,R,7,1,2,null,null,null,0,1,41.15,111.12
Norichika Aoki,Single,2,R,9,2,1,null,491696,606466,1,7,185.39,100.82
Norichika Aoki,Home Run,4,R,9,0,0,null,null,null,0,3,207.81,54.76
Norichika Aoki,Single,1,R,5,2,2,null,null,null,1,8,89.33,180.4
Norichika Aoki,Double,1,R,7,2,2,null,null,null,1,3,43.14,108.17
Norichika Aoki,Single,2,R,9,1,2,null,null,null,0,1,183.75,120.38
Norichika Aoki,Double,9,L,7,1,1,null,null,null,0,8,59.75,126.34
Norichika Aoki,Single,4,R,7,1,1,null,null,null,0,1,69.37,106.34
Norichika Aoki,Double,3,R,9,0,0,null,null,606466,2,6,200.88,113
Norichika Aoki,Single,1,L,7,0,2,null,null,null,1,8,67.56,122.09
Norichika Aoki,Single,8,R,7,2,1,null,null,null,0,1,75.63,116.31
Norichika Aoki,Single,5,L,7,0,1,547982,null,null,2,8,84.26,124.45
Norichika Aoki,Single,2,R,9,2,1,null,null,null,0,1,183.24,115.8
Norichika Aoki,Single,5,R,9,2,1,null,null,null,0,5,183.24,107.66
Norichika Aoki,Double,8,R,8,0,0,null,null,null,2,8,151.26,48.15
Norichika Aoki,Single,8,R,9,0,0,null,null,null,0,8,181.21,99.02
Norichika Aoki,Single,9,L,8,0,1,null,null,null,0,6,87.3,77.14
Norichika Aoki,Single,1,R,8,0,0,null,null,null,1,8,107.61,85.28
Norichika Aoki,Single,5,R,9,0,1,455104,null,502523,0,6,184.77,113.77
Norichika Aoki,Single,5,R,9,0,0,null,null,null,2,9,179.18,123.43
Norichika Aoki,Triple,4,R,9,1,0,null,null,null,0,1,166.49,53.24
Norichika Aoki,Double,4,R,7,3,1,null,null,null,0,3,64.97,133.6
Norichika Aoki,Single,3,R,9,2,2,null,null,455104,1,2,196.95,114.28
Norichika Aoki,Single,1,R,8,1,0,null,null,null,1,7,113.7,91.39
Norichika Aoki,Single,9,R,9,0,0,null,null,null,1,6,184.77,113.77
Norichika Aoki,Single,4,R,8,1,0,null,null,547982,2,9,129.03,94.76
Norichika Aoki,Single,1,R,5,0,0,null,null,455104,1,2,118.53,194.21
Norichika Aoki,Double,1,R,7,0,1,null,null,455104,0,4,43.99,104.52
Norichika Aoki,Single,6,R,8,0,1,null,null,null,2,5,106.59,99.52
Norichika Aoki,Single,5,R,8,0,1,null,null,null,2,9,104.56,100.03
Norichika Aoki,Single,4,R,8,0,1,606466,null,null,2,3,112.68,90.88
Norichika Aoki,Single,2,R,8,2,0,null,null,null,2,7,117.76,103.09
Norichika Aoki,Single,8,L,8,0,1,null,552662,502523,2,7,113.2,96.13
Norichika Aoki,Single,4,R,9,0,0,null,null,596143,2,2,177.16,118.01
Norichika Aoki,Single,6,L,7,0,0,null,null,null,1,8,94.02,105.2
Norichika Aoki,Home Run,2,R,9,2,0,null,null,null,0,1,175.64,38.66
Norichika Aoki,Single,4,R,8,1,2,502182,null,null,1,4,140.61,95.62
Norichika Aoki,Double,2,R,9,1,0,null,null,596143,0,3,201.02,115.46
Norichika Aoki,Single,4,R,4,2,1,null,null,547982,0,5,163.19,131.04
Norichika Aoki,Triple,5,R,7,0,0,null,null,null,0,3,85.28,55.44
Norichika Aoki,Single,1,R,4,3,2,null,null,null,2,8,134.52,144.96
Norichika Aoki,Single,1,R,6,0,1,606466,null,null,2,7,125,141.72
Norichika Aoki,Double,4,R,7,1,1,null,null,null,1,7,63.96,127.67
Norichika Aoki,Single,9,R,8,3,2,null,null,null,1,7,124.96,96.01
Norichika Aoki,Double,8,R,9,1,0,null,null,null,0,1,214.53,95.15
Norichika Aoki,Single,8,R,9,1,0,452252,502182,606466,1,4,182.75,114.44
Norichika Aoki,Triple,9,R,9,2,1,null,452252,455104,2,2,220.31,104.27
Norichika Aoki,Double,4,R,9,3,1,null,null,null,0,1,201.02,108.34
Norichika Aoki,Single,9,L,9,1,0,null,null,493193,1,5,171.58,105.29
Norichika Aoki,Single,7,L,6,2,2,null,null,null,0,1,101.13,154.49
Norichika Aoki,Single,2,L,8,0,1,null,null,547982,0,5,141.28,103.16
Norichika Aoki,Single,5,R,8,0,0,null,null,null,0,9,153.3,93.08
Robinson Cano,Single,9,L,8,2,2,493114,null,null,1,7,127.56,108.34
Robinson Cano,Home Run,8,R,7,1,1,null,null,493114,1,1,89.84,27.81
Robinson Cano,Home Run,4,R,7,2,1,null,493114,452234,0,1,42.63,79.18
Robinson Cano,Double,1,R,8,0,0,null,null,452234,2,7,158.88,52.73
Robinson Cano,Double,3,R,7,1,0,null,null,null,2,1,34.51,106.14
Robinson Cano,Double,8,R,9,0,0,null,null,452234,1,1,217.76,96.98
Robinson Cano,Home Run,3,R,9,1,1,null,null,null,1,3,171.06,25.77
Robinson Cano,Single,7,R,9,0,0,null,null,null,1,4,179.56,121.13
Robinson Cano,Triple,6,L,9,1,1,502523,628338,null,2,3,213.19,110.21
Robinson Cano,Single,4,L,8,1,2,null,null,628338,2,5,129.94,88.84
Robinson Cano,Single,8,R,8,0,0,null,null,628338,2,8,153.34,88.76
Robinson Cano,Single,3,R,8,3,2,null,null,452234,0,3,142.97,82.03
Robinson Cano,Single,6,R,9,1,1,null,null,606466,0,1,183.75,104.1
Robinson Cano,Single,7,L,7,3,1,null,null,null,1,2,74.1,111.73
Robinson Cano,Home Run,8,L,9,2,2,null,null,628338,1,1,192.89,24.25
Robinson Cano,Double,4,L,7,1,1,null,null,null,0,1,32.99,97.49
Robinson Cano,Single,8,L,9,1,0,null,null,null,2,3,167,79.69
Robinson Cano,Single,1,L,8,1,1,null,null,606466,0,4,139.08,95.46
Robinson Cano,Single,4,L,9,2,1,null,null,502523,1,5,179.69,114.28
Robinson Cano,Single,8,R,9,1,0,null,null,null,2,1,160.91,96.98
Robinson Cano,Single,7,R,9,0,1,null,null,null,0,6,191.37,116.31
Robinson Cano,Home Run,9,L,9,0,1,null,null,null,2,6,225.21,78.67
Robinson Cano,Single,5,R,7,1,1,null,null,null,0,9,68.35,132.59
Robinson Cano,Single,9,R,7,0,0,null,null,null,1,6,88.32,109.7
Robinson Cano,Single,5,R,9,1,1,null,null,493114,2,8,170.55,117.84
Robinson Cano,Single,5,R,7,0,1,null,null,null,2,9,55.32,119.36
Robinson Cano,Single,1,R,7,1,2,null,452234,null,0,4,90.35,113.26
Robinson Cano,Double,4,R,7,2,2,null,null,null,0,8,50.75,115.8
Robinson Cano,Home Run,5,R,9,0,0,null,null,null,2,1,175.5,39.07
Robinson Cano,Single,4,R,7,0,1,null,null,493114,1,9,76.04,130.58
Robinson Cano,Single,6,R,7,2,1,null,null,null,0,9,96.65,105.73
Robinson Cano,Home Run,7,R,8,0,0,null,null,452234,2,5,101.52,21.7
Robinson Cano,Single,5,R,9,2,0,493114,null,452234,0,1,182.74,127.5
Robinson Cano,Single,4,L,9,1,2,null,null,null,1,4,140.1,93.42
Robinson Cano,Home Run,9,L,9,3,1,null,null,547982,2,2,201.01,56.29
Robinson Cano,Single,5,L,8,0,0,null,null,null,2,3,138.07,89.35
Robinson Cano,Single,4,L,8,1,0,null,null,null,1,8,142.13,81.72
Robinson Cano,Single,2,L,7,2,2,null,502523,429711,1,4,75.7,80.21
Robinson Cano,Single,5,R,7,0,1,547982,null,null,0,6,88.32,117.84
Robinson Cano,Single,2,L,7,2,1,null,null,null,0,5,89.33,101.56
Robinson Cano,Home Run,5,R,9,1,0,null,null,606466,1,7,238.58,84.77
Robinson Cano,Single,8,L,8,3,1,null,null,null,2,8,130.96,89.86
Robinson Cano,Single,5,L,8,3,2,null,null,null,1,6,141.11,88.84
Robinson Cano,Single,8,R,8,2,2,null,null,452234,1,1,118.27,93.42
Robinson Cano,Single,4,L,7,0,1,null,null,null,0,4,83.75,119.87
Robinson Cano,Single,6,L,8,2,1,null,429711,null,2,5,126.9,73.08
Robinson Cano,Double,5,L,7,1,0,null,null,null,0,5,67.5,136.66
Robinson Cano,Double,9,L,8,3,2,null,null,null,2,1,139.08,64.43
Robinson Cano,Single,3,R,8,2,1,null,null,null,1,6,132.99,102.07
Robinson Cano,Single,8,R,9,2,2,null,547982,452234,0,1,185.78,104.1
Robinson Cano,Home Run,7,R,7,1,0,null,null,null,0,7,80.2,57.31
Robinson Cano,Single,7,R,9,0,1,null,null,452234,1,8,175.12,105.63
Robinson Cano,Single,6,R,8,1,1,null,null,null,0,7,108.11,105.12
Robinson Cano,Home Run,5,R,8,2,1,null,null,null,2,1,152.28,22.21
Robinson Cano,Single,5,R,9,3,2,null,null,null,2,1,183.75,117.84
Robinson Cano,Single,7,R,7,0,1,null,null,452234,1,6,73.61,103.25
Robinson Cano,Home Run,5,L,9,0,0,null,493114,429711,0,1,225.9,83.93
Robinson Cano,Home Run,8,R,9,0,0,null,null,null,2,1,209.88,74.2
Robinson Cano,Single,8,L,7,3,1,null,null,452234,1,6,91.88,94.1
Robinson Cano,Single,5,L,8,3,1,null,null,null,1,5,118.28,97.66
Robinson Cano,Double,8,R,9,0,0,null,null,null,0,6,223.36,107.83
Robinson Cano,Double,5,R,7,1,0,null,null,452234,1,1,41.67,107.74
Robinson Cano,Single,7,R,9,1,0,null,493114,452234,1,5,171.77,108.75
Robinson Cano,Single,4,L,7,0,0,null,null,null,0,5,70.05,89.01
Robinson Cano,Single,7,L,8,0,0,null,null,null,2,1,99.5,80.87
Robinson Cano,Home Run,2,L,7,1,2,null,null,null,1,10,52.79,73.75
Robinson Cano,Single,2,R,8,0,0,null,null,null,2,1,116.76,105.8
Robinson Cano,Double,5,R,8,1,0,547982,493114,452234,1,9,115.74,27.98
Robinson Cano,Single,5,R,9,0,0,null,493114,452234,2,3,197.47,113.94
Robinson Cano,Single,3,L,8,0,0,null,606466,null,2,5,129.32,92.51
Robinson Cano,Single,8,R,9,1,0,null,null,null,0,6,170.56,99.69
Robinson Cano,Single,7,L,6,2,0,null,null,null,2,7,111.68,160.73
Robinson Cano,Double,7,R,8,0,0,null,null,null,0,4,105.59,46.29
Robinson Cano,Single,4,R,8,3,2,null,null,452234,0,6,125.47,97.53
Robinson Cano,Single,6,R,8,2,2,null,452234,null,2,3,100,111.9
Robinson Cano,Single,5,L,7,1,1,452234,493114,606466,2,5,81.22,120.55
Robinson Cano,Double,4,R,7,0,0,null,null,493114,2,6,85.79,55.44
Robinson Cano,Home Run,5,R,8,0,0,596143,null,429711,2,10,158.38,26.96
Robinson Cano,Double,7,R,7,3,2,null,null,null,1,8,49.75,109.87
Robinson Cano,Single,8,L,8,2,2,null,null,606466,2,5,136.55,77.31
Robinson Cano,Home Run,9,R,9,0,0,null,null,null,0,8,194.93,31.03
Robinson Cano,Home Run,6,L,9,0,1,null,null,null,2,1,204.07,65.62
Seth Smith,Home Run,5,R,8,3,1,502523,493114,null,1,4,181.65,25.93
Seth Smith,Home Run,9,R,9,3,1,null,null,null,0,3,193.69,45.55
Seth Smith,Double,5,R,8,3,2,null,null,493114,1,8,154.31,41.03
Seth Smith,Single,7,R,8,2,1,null,null,493114,0,3,133.27,69.3
Seth Smith,Double,1,R,7,3,2,null,null,null,0,1,52.78,81.72
Seth Smith,Home Run,8,R,8,3,2,null,null,null,1,8,158.88,34.93
Seth Smith,Single,5,R,9,1,1,null,null,572287,0,8,162.94,120.38
Seth Smith,Double,1,R,7,0,2,null,null,null,0,4,36.54,104.1
Seth Smith,Single,9,R,9,1,0,null,606466,493114,0,3,190.86,124.45
Seth Smith,Single,7,R,8,2,2,547982,606466,493114,2,2,134.22,79.07
Seth Smith,Single,4,R,4,0,0,null,null,null,0,4,151.26,131.57
Seth Smith,Single,6,R,7,3,2,null,493114,null,0,1,79.18,131.57
Seth Smith,Single,5,R,9,2,1,502523,null,493114,0,6,173.09,121.9
Seth Smith,Double,4,R,9,0,0,null,null,null,1,1,157.36,45.1
Seth Smith,Double,5,L,9,3,1,null,null,null,2,9,213.7,101.56
Seth Smith,Single,7,R,8,3,2,null,null,null,1,8,132.99,90.88
Seth Smith,Single,6,R,9,2,2,null,null,null,1,8,165.48,118.34
Seth Smith,Home Run,5,R,9,0,2,455104,606466,547982,0,3,164.97,34.42
Seth Smith,Home Run,5,R,9,3,0,null,502523,547982,0,4,187.81,41.03
Seth Smith,Single,8,R,7,3,2,null,502523,null,2,5,102.02,111.73
Seth Smith,Home Run,9,R,9,1,1,null,null,null,1,1,222.33,59.34
Seth Smith,Single,7,R,8,3,2,null,null,547982,1,3,129.94,103.09
Seth Smith,Single,2,R,7,0,1,null,null,null,1,1,81.21,93.93
Seth Smith,Single,7,R,9,2,0,493114,606466,null,2,2,176.65,105.12
Seth Smith,Single,4,R,9,0,0,null,null,547982,0,1,181.72,111.73
Seth Smith,Double,6,R,8,0,2,null,null,547982,0,3,98.47,60.87
Seth Smith,Double,1,R,7,0,2,null,null,null,0,3,46.41,108.16
Seth Smith,Single,8,R,9,0,0,null,null,null,1,8,177.66,103.09
Seth Smith,Single,8,R,8,3,2,null,null,null,2,3,102.53,79.69
Seth Smith,Single,8,R,9,2,0,null,null,null,2,1,220.3,105.12
Seth Smith,Home Run,5,R,9,2,0,596143,null,493114,2,3,191.38,52.39
Seth Smith,Home Run,8,R,7,3,2,null,null,null,1,5,86.3,24.92
Seth Smith,Single,6,R,9,1,2,null,null,493114,0,3,173.8,110.79
Seth Smith,Single,4,R,8,2,1,493114,547982,null,0,3,129.95,105.8
Seth Smith,Single,7,R,7,2,0,null,null,null,1,1,84.27,113.43
Seth Smith,Single,8,R,9,0,0,null,null,493114,1,5,178.69,109.36
Seth Smith,Single,5,R,9,3,2,null,null,null,1,1,177.67,125.63
Seth Smith,Single,8,R,6,0,1,null,null,null,1,6,125.89,161.24
Seth Smith,Single,1,R,4,0,2,null,null,null,0,6,155.95,160.01
Seth Smith,Home Run,9,R,9,0,0,null,null,null,1,1,171.07,25.94
Seth Smith,Single,7,R,6,2,2,null,null,493114,2,6,113.71,144.45
Seth Smith,Double,5,R,8,3,2,null,null,null,2,3,115.74,43.23
Seth Smith,Single,2,R,8,0,2,null,null,null,0,3,110.3,76.36
Seth Smith,Double,5,R,9,2,0,null,null,null,1,4,208.13,107.83
Seth Smith,Home Run,5,R,9,0,0,null,572122,null,0,8,224.37,79.35
Shawn O'Malley,Single,6,R,7,1,0,null,null,572122,2,9,82.01,113.94
Shawn O'Malley,Single,9,R,7,2,1,null,null,null,0,5,77.66,140.22
Shawn O'Malley,Single,6,R,4,0,1,null,606466,null,1,7,160.4,157
Shawn O'Malley,Double,8,R,9,0,0,null,null,null,0,3,210.15,126.48
Shawn O'Malley,Triple,8,L,9,1,0,null,null,606466,0,6,164.97,71.04
Shawn O'Malley,Single,8,R,4,2,2,null,null,null,2,8,134.51,166.67
Shawn O'Malley,Home Run,3,R,9,0,1,null,572122,452234,2,7,209.13,72.57
Shawn O'Malley,Single,4,R,5,0,0,null,null,null,2,1,116.24,187.52
Shawn O'Malley,Single,5,L,4,0,0,null,null,null,0,3,139.08,185.49
Shawn O'Malley,Single,8,L,8,0,2,null,null,null,0,1,127.91,109.7
Shawn O'Malley,Double,7,L,7,0,0,null,null,455104,2,9,82.23,82.74
Shawn O'Malley,Single,9,L,7,0,1,null,547982,455104,2,9,93.9,113.77
Shawn O'Malley,Single,1,R,5,0,0,null,455104,null,0,6,117.76,185.49
Shawn O'Malley,Single,3,R,9,0,0,null,null,null,0,8,177.66,127.5
Shawn O'Malley,Double,4,R,7,3,2,452252,547982,null,2,5,80.2,101.05
Shawn O'Malley,Single,5,R,7,1,0,null,null,null,0,2,89.33,105.12
Shawn O'Malley,Double,7,L,7,2,0,null,493193,547982,1,2,71.06,56.29
Shawn O'Malley,Single,2,L,7,1,1,null,null,null,0,10,89.33,99.52
Shawn O'Malley,Double,5,R,9,1,0,null,null,null,0,11,213.19,121.4
Shawn O'Malley,Triple,1,R,7,1,0,452252,502182,null,2,4,69.03,55.27
Shawn O'Malley,Single,7,R,9,3,2,null,null,502182,2,8,181.21,107.15
Shawn O'Malley,Single,6,R,8,3,1,null,null,null,2,4,134.68,92.21
Shawn O'Malley,Double,6,R,8,1,2,null,null,null,2,8,156.52,76.44
Shawn O'Malley,Single,1,L,1,0,0,null,null,null,0,6,136.05,188.71
Stefen Romero,Single,8,R,8,3,2,null,493193,455104,2,7,151.27,86.98
Stefen Romero,Double,7,L,7,1,1,null,null,null,2,8,47.72,119.53
Steve Clevenger,Single,5,R,8,0,0,null,null,606466,1,5,120.81,95.46
Steve Clevenger,Single,7,R,7,0,0,null,null,null,0,2,74.1,114.28
Steve Clevenger,Double,4,R,8,3,2,null,null,null,1,3,73.6,47.13
Steve Clevenger,Double,4,R,7,0,0,null,null,493193,0,5,30.45,101.56
Steve Clevenger,Single,7,R,7,2,1,null,null,null,0,7,82.23,116.31
